"gene_id","gene_name","sum_gene","self_average","other_average","p_value","FDR","summary_logFC","significant"
"ENSG00000260249","AC007608.3",162,0.0103546231183056,0.00391583403168882,1,1,0.0103546231183056,FALSE
"ENSG00000226321","CROCC2",260,0.00683321536828248,0.00459407620855171,1,1,-0.00346456534013365,FALSE
"ENSG00000157017","GHRL",148,0.00674720500037525,0.00400593424291407,1,1,-0.0104434284945688,FALSE
"ENSG00000257452","AC004551.1",387,0,0.0123559216652591,1,1,-0.0092826003143986,FALSE
"ENSG00000272735","AC007881.3",75,0,0.0040473353010838,1,1,-0.0129335943617508,FALSE
"ENSG00000237054","PRMT5-AS1",34,0,0.00227061138512162,1,1,-0.012019253589547,FALSE
"ENSG00000178602","OTOS",66,0.00734296659235761,0.00308261441225103,1,1,0.00734296659235761,FALSE
"ENSG00000272940","U62317.3",32,0,0.00188358354327975,1,1,-0.012019253589547,FALSE
"ENSG00000249699","LINC02261",60,0,0.00199303836845806,1,1,-0.0126444875371567,FALSE
"ENSG00000084093","REST",584,0,0.00661586261502974,1,1,-0.0178067668066177,FALSE
"ENSG00000261596","AC005632.3",695,0.00612404955152992,0.023766829614573,1,1,-0.0310287347649376,FALSE
"ENSG00000163702","IL17RC",424,0,0.010434337500065,1,1,-0.0135341632407293,FALSE
"ENSG00000159231","CBR3",493,0.0191772426610686,0.0213599571037264,1,1,-0.0384995008647918,FALSE
"ENSG00000262185","AC005736.1",333,0.0109070650363048,0.0124420450021289,1,1,-0.00365130573061643,FALSE
"ENSG00000186496","ZNF396",413,0.00454333510858842,0.0208967942702138,1,1,-0.0420533310741973,FALSE
"ENSG00000222046","DCDC2B",183,0,0.00800269894149054,1,1,-0.0208394988619668,FALSE
"ENSG00000273073","AC073869.3",94,0.00810856227676662,0.0067452454159696,1,1,-0.0181852619302045,FALSE
"ENSG00000214773","AC112512.1",60,0,0.00245595116511235,1,1,-0.0140790518338431,FALSE
"ENSG00000171487","NLRP5",32,0,0.00196954893825645,1,1,-0.0129202005739286,FALSE
"ENSG00000234917","AC098484.2",132,0,0.00766103047673896,1,1,-0.01482109823889,FALSE
"ENSG00000176732","PFN4",303,0.00412393644054648,0.01252116674026,1,1,-0.0184900579828388,FALSE
"ENSG00000258185","AC010196.1",256,0,0.00886358781311417,1,1,-0.0189179792234464,FALSE
